objeto;data_evento;evento;cliente;trecho;evento_trecho;unid_origem;unid_destino;dr_origem;dr_destino;gestao_prealerta;automatico;manual;total;macroprocesso;postado;ultimo_evento_extraviado;ultimo_evento_em_transito;ultimo_evento;ultimo_evento_data;evento_finalizador;tipo;analise_sro;unid_origem_apelido;unid_destino_apelido;trecho_real;se_postagem;unidade_postagem;data_postagem;familia;ultimo_evento_sinistro
DM196876390BR;2021-01-11;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;CDD MARCO ZERO (AP) - CTE BRASILIA;Objeto expedido;CDD MARCO ZERO;CTE BRASILIA;AP;BSB;Gestao Manual;0;1;1;dist-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2021-01-11;nao;transito;Pendente (OTU);CDD MARCO ZERO;CTE BRASILIA;Trecho;AP;AC MACAPA;2021-01-04;SEDEX;sim
DM196876443BR;2021-01-11;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;CDD MARCO ZERO (AP) - CTE BRASILIA;Objeto expedido;CDD MARCO ZERO;CTE BRASILIA;AP;BSB;Gestao Manual;0;1;1;dist-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2021-01-11;nao;transito;Pendente (OTU);CDD MARCO ZERO;CTE BRASILIA;Trecho;AP;AC MACAPA;2021-01-05;SEDEX;sim
DM196876633BR;2021-01-13;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;CDD MARCO ZERO (AP) - CTE BRASILIA;Objeto expedido;CDD MARCO ZERO;CTE BRASILIA;AP;BSB;Gestao Manual;0;1;1;dist-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2021-01-13;nao;transito;Pendente (OTU);CDD MARCO ZERO;CTE BRASILIA;Trecho;AP;AC MACAPA;2021-01-07;SEDEX;sim
DM196879864BR;2021-01-14;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;CDD MARCO ZERO (AP) - CTE BRASILIA;Objeto expedido;CDD MARCO ZERO;CTE BRASILIA;AP;BSB;Gestao Manual;0;1;1;dist-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2021-01-14;nao;transito;Pendente (OTU);CDD MARCO ZERO;CTE BRASILIA;Trecho;AP;AC MACAPA;2021-01-08;SEDEX;sim
DM199099142BR;2020-11-25;OBJETO EXTRAVIADO;NA;CDD NUCLEO BANDEIRANTE (BSB) - CDD NUCLEO BANDEIRANTE;Passagem interna;CDD NUCLEO BANDEIRANTE;CDD NUCLEO BANDEIRANTE;BSB;BSB;Gestao Manual;0;1;1;dist-dist;sim;sim;nao;Objeto extraviado;2020-11-25;nao;extraviado;Extraviado;CDD NUCLEO BANDEIRANTE;CDD NUCLEO BANDEIRANTE;Responsabilizada;BSB;AGF SCS;2020-11-24;SEDEX;sim
DM199101637BR;2020-12-08;OBJETO EM TRÂNSITO PARA A UNIDADE.;SAMSUNG ELETRONICA DA AMAZONIA LTDA;AGF SCS (BSB) - CTE BRASILIA;Objeto expedido;AGF SCS;CTE BRASILIA;BSB;BSB;Gestao Manual;0;1;1;cap-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2020-12-08;nao;transito;Pendente (OTU);AGF SCS;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
DM199139840BR;2021-01-11;OBJETO EM TRÂNSITO PARA A UNIDADE.;CONSELHO FEDERAL DE ADMINISTRACAO;CDD MARCO ZERO (AP) - CTE BRASILIA;Objeto expedido;CDD MARCO ZERO;CTE BRASILIA;AP;BSB;Gestao Manual;0;1;1;dist-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2021-01-11;nao;transito;Pendente (OTU);CDD MARCO ZERO;CTE BRASILIA;Trecho;BSB;AGF SCS;2020-12-11;SEDEX;sim
DM199870731BR;2020-12-24;OBJETO EM TRÂNSITO PARA A UNIDADE.;LOJA ESTIMULOS BRINQUEDOS E JOGOS RECREA;CTCE BELO HORIZONTE (MG) - CTE BRASILIA;Objeto expedido;CTCE BELO HORIZONTE;CTE BRASILIA;MG;BSB;Gestao Manual;0;1;1;trat-trat;sim;sim;nao;Objeto extraviado;2021-01-08;nao;transito;Extraviado;CTCE BELO HORIZONTE;CTE BRASILIA;Trecho;MG;AGF DOUTOR CRISTIANO GUIMARAES;2020-12-18;SEDEX;sim
DM200949759BR;2020-11-10;OBJETO EM TRÂNSITO PARA A UNIDADE.;TIFFANY BRASIL LTDA;AGF NBE (BSB) - CTE BRASILIA;Objeto expedido;AGF NBE;CTE BRASILIA;BSB;BSB;Gestao Manual;0;1;1;cap-trat;sim;nao;nao;Solicitação de suspensão de entrega recebida;2020-12-03;nao;transito;A ser refugado na DR de Origem;AGF NBE;CTE BRASILIA;Trecho;BSB;AGF NBE;2020-11-04;SEDEX;nao
DM201123770BR;2020-12-22;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;AGF NBE (BSB) - CTE BRASILIA;Objeto expedido;AGF NBE;CTE BRASILIA;BSB;BSB;Gestao Manual;0;1;1;cap-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-22;nao;transito;Pendente (OTU);AGF NBE;CTE BRASILIA;Trecho;BSB;AGF NBE;2020-12-16;SEDEX;sim
DM201123783BR;2020-12-22;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;AGF NBE (BSB) - CTE BRASILIA;Objeto expedido;AGF NBE;CTE BRASILIA;BSB;BSB;Gestao Manual;0;1;1;cap-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-22;nao;transito;Pendente (OTU);AGF NBE;CTE BRASILIA;Trecho;BSB;AGF NBE;2020-12-16;SEDEX;sim
DM201123797BR;2020-12-22;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;AGF NBE (BSB) - CTE BRASILIA;Objeto expedido;AGF NBE;CTE BRASILIA;BSB;BSB;Gestao Manual;0;1;1;cap-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-22;nao;transito;Pendente (OTU);AGF NBE;CTE BRASILIA;Trecho;BSB;AGF NBE;2020-12-16;SEDEX;sim
DM201123806BR;2020-12-22;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;AGF NBE (BSB) - CTE BRASILIA;Objeto expedido;AGF NBE;CTE BRASILIA;BSB;BSB;Gestao Manual;0;1;1;cap-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-22;nao;transito;Pendente (OTU);AGF NBE;CTE BRASILIA;Trecho;BSB;AGF NBE;2020-12-16;SEDEX;sim
DM202130321BR;2021-01-04;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;CDD MARCO ZERO (AP) - CTE BRASILIA;Objeto expedido;CDD MARCO ZERO;CTE BRASILIA;AP;BSB;Gestao Manual;0;1;1;dist-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2021-01-04;nao;transito;Pendente (OTU);CDD MARCO ZERO;CTE BRASILIA;Trecho;AP;AC LARANJAL DO JARI;2020-12-22;SEDEX;sim
DM206317928BR;2020-12-30;OBJETO EM TRÂNSITO PARA A UNIDADE.;OI S A;AC PLANALTINA (BSB) - COORD SEG CORPOR/GSOP;Objeto expedido;AC PLANALTINA;COORD SEG CORPOR/GSOP;BSB;BSB;Gestao Automatica;1;0;1;outros;sim;nao;nao;Conferido;2021-01-14;nao;transito;Evento posterior ao OTU;AC PLANALTINA;COORD SEG CORPOR;Trecho;BSB;AC PLANALTINA;2020-06-17;SEDEX;nao
DM206346765BR;2020-12-10;OBJETO EM TRÂNSITO PARA A UNIDADE.;LENOVO TECNOLOGIA BRASIL LIMITADA;AC SOBRADINHO (BSB) - CTE BRASILIA;Objeto expedido;AC SOBRADINHO;CTE BRASILIA;BSB;BSB;Gestao Manual;0;1;1;cap-trat;sim;nao;nao;Solicitação de suspensão de entrega recebida;2020-12-18;nao;transito;A ser refugado na DR de Origem;AC SOBRADINHO;CTE BRASILIA;Trecho;BSB;AC SOBRADINHO;2020-12-04;SEDEX;nao
DM206845425BR;2020-12-23;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;AC EQS 208 408 (BSB) - COORD SEG CORPOR/GSOP;Objeto expedido;AC EQS 208 408;COORD SEG CORPOR/GSOP;BSB;BSB;Gestao Automatica;1;0;1;outros;sim;nao;nao;Conferido;2021-01-14;nao;transito;Evento posterior ao OTU;AC EQS 208 408;COORD SEG CORPOR;Trecho;BSB;AGF N SRA DO PERPETUO SOCORRO;2020-08-04;SEDEX;nao
DM215682147BR;2020-12-22;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;CTE BENFICA (RJ) - CTE BRASILIA;Objeto expedido;CTE BENFICA;CTE BRASILIA;RJ;BSB;Gestao Manual;0;1;1;trat-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-22;nao;transito;Pendente (OTU);CTE BENFICA;CTE BRASILIA;Trecho;RJ;AGF MAXWELL;2020-12-16;SEDEX;sim
DM335106813BR;2020-12-23;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;CTE BENFICA (RJ) - CEE BRASILIA NORTE;Objeto expedido;CTE BENFICA;CEE BRASILIA NORTE;RJ;BSB;Gestao Manual;0;1;1;trat-dist;nao;nao;sim;Objeto em trânsito para a unidade.;2020-12-23;nao;transito;Pendente (OTU);CTE BENFICA;CEE BRASILIA NORTE;Trecho;N/C;N/C;;SEDEX;sim
DM340518587BR;2021-01-06;OBJETO EM TRÂNSITO PARA A UNIDADE.;EMBAIXADA AMERICANA;CTE BENFICA (RJ) - CTE BRASILIA;Objeto expedido;CTE BENFICA;CTE BRASILIA;RJ;BSB;Gestao Manual;0;1;1;trat-trat;sim;nao;nao;Objeto expedido;2021-01-14;nao;transito;Evento posterior ao OTU;CTE BENFICA;CTE BRASILIA;Trecho;BSB;AGF N SRA DO PERPETUO SOCORRO;2020-12-16;SEDEX;nao
DM351757150BR;2020-12-16;OBJETO EM TRÂNSITO PARA A UNIDADE.;LIMPPANO SA;CTE BRASILIA (BSB) - CDD TAG LESTE;Objeto expedido;CTE BRASILIA;CDD TAG LESTE;BSB;BSB;Gestao Automatica;1;0;1;trat-dist;nao;nao;sim;Objeto em trânsito para a unidade.;2020-12-16;nao;transito;Pendente (OTU);CTE BRASILIA;CDD TAG LESTE;Trecho;N/C;N/C;;SEDEX;sim
DM352318146BR;2020-11-11;OBJETO EM TRÂNSITO PARA A UNIDADE.;CURINGA PNEUMATICOS LTDA;AC SETOR DE INDUSTRIA (BSB) - CTE BRASILIA;Objeto expedido;AC SETOR DE INDUSTRIA;CTE BRASILIA;BSB;BSB;Gestao Manual;0;1;1;cap-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2020-11-11;nao;transito;Pendente (OTU);AC SETOR DE INDUSTRIA;CTE BRASILIA;Trecho;BSB;AC SETOR DE INDUSTRIA;2020-11-05;SEDEX;sim
DM352378961BR;2021-01-11;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;AC TAGUATINGA CENTRO (BSB) - COORD SEG CORPOR/GSOP;Objeto expedido;AC TAGUATINGA CENTRO;COORD SEG CORPOR/GSOP;BSB;BSB;Gestao Automatica;1;0;1;outros;sim;nao;nao;Conferido;2021-01-12;nao;transito;Evento posterior ao OTU;AC TAGUATINGA CENTRO;COORD SEG CORPOR;Trecho;BSB;AC SETOR DE INDUSTRIA;2020-10-15;SEDEX;nao
DM352410579BR;2020-12-21;OBJETO EM TRÂNSITO PARA A UNIDADE.;EMPRESA BRASILEIRA CORREIOS TELEGRAFOS;AC SETOR DE INDUSTRIA (BSB) - CTE BRASILIA;Objeto expedido;AC SETOR DE INDUSTRIA;CTE BRASILIA;BSB;BSB;Gestao Manual;0;1;1;cap-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-21;nao;transito;Pendente (OTU);AC SETOR DE INDUSTRIA;CTE BRASILIA;Trecho;BSB;AC SETOR DE INDUSTRIA;2020-12-14;SEDEX;sim
DM356577835BR;2020-12-30;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;CTCE SALVADOR (BA) - CTE BRASILIA;Objeto expedido;CTCE SALVADOR;CTE BRASILIA;BA;BSB;Gestao Manual;0;1;1;trat-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-30;nao;transito;Pendente (OTU);CTCE SALVADOR;CTE BRASILIA;Trecho;BA;AC ITAPUA;2020-12-23;SEDEX;sim
DM358794418BR;2021-01-04;OBJETO EM TRÂNSITO PARA A UNIDADE.;BANCO DO BRASIL SA;CTCE BELO HORIZONTE (MG) - CTE BRASILIA;Objeto expedido;CTCE BELO HORIZONTE;CTE BRASILIA;MG;BSB;Gestao Manual;0;1;1;trat-trat;sim;nao;nao;Objeto expedido;2021-01-14;nao;transito;Evento posterior ao OTU;CTCE BELO HORIZONTE;CTE BRASILIA;Trecho;MG;AC CARRANCAS;2020-12-18;SEDEX;nao
DM372909213BR;2020-11-25;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;CTCE BELO HORIZONTE (MG) - CTE BRASILIA;Objeto expedido;CTCE BELO HORIZONTE;CTE BRASILIA;MG;BSB;Gestao Manual;0;1;1;trat-trat;sim;sim;nao;Objeto extraviado;2020-12-17;nao;transito;Extraviado;CTCE BELO HORIZONTE;CTE BRASILIA;Trecho;MG;AGF BERNARDO MONTEIRO;2020-11-19;SEDEX;sim
DM388867136BR;2020-12-08;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;CTE BRASILIA (BSB) - CEE BRASILIA NORTE;Objeto expedido;CTE BRASILIA;CEE BRASILIA NORTE;BSB;BSB;Gestao Manual;0;1;1;trat-dist;sim;sim;nao;Objeto extraviado;2020-12-17;nao;transito;Extraviado;CTE BRASILIA;CEE BRASILIA NORTE;Trecho;PR;AC UVARANAS;2020-11-30;SEDEX;sim
DM394527216BR;2020-12-16;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;CTE BENFICA (RJ) - CTE BRASILIA;Objeto expedido;CTE BENFICA;CTE BRASILIA;RJ;BSB;Gestao Manual;0;1;1;trat-trat;sim;nao;nao;Aguardando retirada;2021-01-14;nao;transito;Evento posterior ao OTU;CTE BENFICA;CTE BRASILIA;Trecho;RJ;AGF PRACA DO CARMO;2020-12-10;SEDEX;nao
DM399972356BR;2021-01-11;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;sim;nao;nao;Objeto expedido;2021-01-13;nao;transito;Evento posterior ao OTU;CTE JAGUARE;CTE BRASILIA;Trecho;SPM;AGF SAO PATRICIO;2021-01-04;SEDEX;nao
DM418273592BR;2020-11-23;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;CTE BRASILIA (BSB) - CEE BRASILIA SUL;Objeto expedido;CTE BRASILIA;CEE BRASILIA SUL;BSB;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2020-11-23;nao;transito;Pendente (OTU);CTE BRASILIA;CEE BRASILIA SUL;Trecho;RJ;AGF AMARAL PEIXOTO;2020-11-18;SEDEX;sim
DN199483587BR;2020-12-23;OBJETO EM TRÂNSITO PARA A UNIDADE.;PHILIPPI AUTOMOVEIS SA;CTCE FLORIANOPOLIS (SC) - CTE BRASILIA;Objeto expedido;CTCE FLORIANOPOLIS;CTE BRASILIA;SC;BSB;Gestao Manual;0;1;1;trat-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-23;nao;transito;Pendente (OTU);CTCE FLORIANOPOLIS;CTE BRASILIA;Trecho;SC;AGF RUA SANTOS SARAIVA;2020-12-17;SEDEX;sim
DV249604515BR;2020-12-21;OBJETO EXTRAVIADO;COMANDO DA AERONAUTICA;CEE BRASILIA SUL (BSB) - CEE BRASILIA SUL;Saiu para entrega ao destinatário;CEE BRASILIA SUL;CEE BRASILIA SUL;BSB;BSB;Gestao Manual;0;1;1;dist-dist;nao;sim;nao;Objeto extraviado;2020-12-21;nao;extraviado;Extraviado;CEE BRASILIA SUL;CEE BRASILIA SUL;Responsabilizada;N/C;N/C;;SEDEX;sim
DV255771945BR;2020-12-16;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;CTE BRASILIA (BSB) - CDD BRASILIA ASA NORTE;Objeto expedido;CTE BRASILIA;CDD BRASILIA ASA NORTE;BSB;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-16;nao;transito;Pendente (OTU);CTE BRASILIA;CDD BRASILIA ASA NORTE;Trecho;RJ;AGF MUNDIAL;2020-12-08;SEDEX;sim
DV594599788BR;2020-11-23;OBJETO EM TRÂNSITO PARA A UNIDADE.;TOOL BOX LTDA;CTCE BELO HORIZONTE (MG) - CEE BRASILIA SUL;Objeto expedido;CTCE BELO HORIZONTE;CEE BRASILIA SUL;MG;BSB;Gestao Manual;0;1;1;trat-dist;nao;nao;nao;Solicitação de suspensão de entrega recebida;2020-12-17;nao;transito;A ser refugado na DR de Origem;CTCE BELO HORIZONTE;CEE BRASILIA SUL;Trecho;N/C;N/C;;SEDEX;nao
DW278538040BR;2020-12-23;OBJETO EM TRÂNSITO PARA A UNIDADE.;OABPREV SC;CTCE FLORIANOPOLIS (SC) - CTE BRASILIA;Objeto expedido;CTCE FLORIANOPOLIS;CTE BRASILIA;SC;BSB;Gestao Manual;0;1;1;trat-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-23;nao;transito;Pendente (OTU);CTCE FLORIANOPOLIS;CTE BRASILIA;Trecho;SC;AGF RUA ILHEUS;2020-12-17;SEDEX;sim
DY008096526BR;2020-11-16;OBJETO EM TRÂNSITO PARA A UNIDADE.;UNIMED COOPERATIVA DE TRABALHO MEDICO;AC LUZIANIA (GO) - CTE BRASILIA;Objeto expedido;AC LUZIANIA;CTE BRASILIA;GO;BSB;Gestao Manual;0;1;1;cap-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2020-11-16;nao;transito;Pendente (OTU);AC LUZIANIA;CTE BRASILIA;Trecho;GO;AC LUZIANIA;2020-11-09;SEDEX;sim
DY078228113BR;2021-01-11;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;AC TAGUATINGA CENTRO (BSB) - COORD SEG CORPOR/GSOP;Objeto expedido;AC TAGUATINGA CENTRO;COORD SEG CORPOR/GSOP;BSB;BSB;Gestao Automatica;1;0;1;outros;sim;nao;nao;Conferido;2021-01-12;nao;transito;Evento posterior ao OTU;AC TAGUATINGA CENTRO;COORD SEG CORPOR;Trecho;BSB;AGF SERVIPOST;2020-09-08;SEDEX;nao
DY128285053BR;2020-12-01;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;CTE BRASILIA (BSB) - CDD BRASILIA ASA NORTE;Objeto expedido;CTE BRASILIA;CDD BRASILIA ASA NORTE;BSB;BSB;Gestao Manual;0;1;1;trat-dist;nao;nao;sim;Objeto em trânsito para a unidade.;2020-12-01;nao;transito;Pendente (OTU);CTE BRASILIA;CDD BRASILIA ASA NORTE;Trecho;N/C;N/C;;SEDEX;sim
DY129457996BR;2020-12-04;OBJETO EXTRAVIADO;DROGARIA SAO PAULO SA;CEE TAGUATINGA (BSB) - CEE TAGUATINGA;Conferido;CEE TAGUATINGA;CEE TAGUATINGA;BSB;BSB;Gestao Manual;0;1;1;dist-dist;nao;nao;nao;Solicitação de suspensão de entrega recebida;2020-12-04;nao;extraviado;A ser refugado na DR de Origem;CEE TAGUATINGA;CEE TAGUATINGA;Responsabilizada;N/C;N/C;;SEDEX;nao
DY183758880BR;2021-01-11;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;CDD MARCO ZERO (AP) - CTE BRASILIA;Objeto expedido;CDD MARCO ZERO;CTE BRASILIA;AP;BSB;Gestao Manual;0;1;1;dist-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2021-01-11;nao;transito;Pendente (OTU);CDD MARCO ZERO;CTE BRASILIA;Trecho;AP;AC CALCOENE;2020-12-28;SEDEX;sim
DY211581973BR;2020-11-12;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;CTCE BELO HORIZONTE (MG) - CEE BRASILIA SUL;Objeto expedido;CTCE BELO HORIZONTE;CEE BRASILIA SUL;MG;BSB;Gestao Automatica;1;0;1;trat-dist;sim;sim;nao;Objeto extraviado;2020-12-18;nao;transito;Extraviado;CTCE BELO HORIZONTE;CEE BRASILIA SUL;Trecho;MG;AGF PLATINA;2020-10-28;SEDEX;sim
DY211601222BR;2020-11-25;OBJETO EM TRÂNSITO PARA A UNIDADE.;PLANNER ETIQUETAS ESPECIAIS LTDA;CTCE BELO HORIZONTE (MG) - CTE BRASILIA;Objeto expedido;CTCE BELO HORIZONTE;CTE BRASILIA;MG;BSB;Gestao Manual;0;1;1;trat-trat;sim;nao;nao;Solicitação de suspensão de entrega recebida;2020-12-17;nao;transito;A ser refugado na DR de Origem;CTCE BELO HORIZONTE;CTE BRASILIA;Trecho;MG;AGF PLATINA;2020-11-19;SEDEX;nao
DY222297997BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;CDD MARCO ZERO (AP) - CTE BRASILIA;Objeto expedido;CDD MARCO ZERO;CTE BRASILIA;AP;BSB;Gestao Manual;0;1;1;dist-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CDD MARCO ZERO;CTE BRASILIA;Trecho;AP;AC MAZAGAO;2020-12-28;SEDEX;sim
DY222298017BR;2021-01-11;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;CDD MARCO ZERO (AP) - CTE BRASILIA;Objeto expedido;CDD MARCO ZERO;CTE BRASILIA;AP;BSB;Gestao Manual;0;1;1;dist-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2021-01-11;nao;transito;Pendente (OTU);CDD MARCO ZERO;CTE BRASILIA;Trecho;AP;AC MAZAGAO;2020-12-30;SEDEX;sim
DY226164585BR;2021-01-11;OBJETO EM TRÂNSITO PARA A UNIDADE.;OI S A;AC TAGUATINGA CENTRO (BSB) - COORD SEG CORPOR/GSOP;Objeto expedido;AC TAGUATINGA CENTRO;COORD SEG CORPOR/GSOP;BSB;BSB;Gestao Automatica;1;0;1;outros;sim;nao;nao;Conferido;2021-01-12;nao;transito;Evento posterior ao OTU;AC TAGUATINGA CENTRO;COORD SEG CORPOR;Trecho;BSB;AGF SAAN;2020-09-22;SEDEX;nao
DY731662927BR;2021-01-06;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;CDD MARCO ZERO (AP) - CTE BRASILIA;Objeto expedido;CDD MARCO ZERO;CTE BRASILIA;AP;BSB;Gestao Manual;0;1;1;dist-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2021-01-06;nao;transito;Pendente (OTU);CDD MARCO ZERO;CTE BRASILIA;Trecho;AP;AC MACAPA;2020-12-29;SEDEX;sim
DY731681121BR;2021-01-13;OBJETO EM TRÂNSITO PARA A UNIDADE.;TRIBUNAL REGIONAL ELEITORAL DO AMAPA;CDD MARCO ZERO (AP) - CTE BRASILIA;Objeto expedido;CDD MARCO ZERO;CTE BRASILIA;AP;BSB;Gestao Manual;0;1;1;dist-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-13;nao;transito;Pendente (OTU);CDD MARCO ZERO;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
DY953481343BR;2020-12-17;OBJETO EM TRÂNSITO PARA A UNIDADE.;MOOVE TECH E COMMERCE COM DE PROD ELETRO;CTE BENFICA (RJ) - CTE BRASILIA;Objeto expedido;CTE BENFICA;CTE BRASILIA;RJ;BSB;Gestao Manual;0;1;1;trat-trat;sim;nao;nao;Passagem interna - expedição fora do plano;2021-01-13;nao;transito;Aguardando solicitacao de Desbloqueio;CTE BENFICA;CTE BRASILIA;Trecho;RJ;AGF NORTESHOP;2020-12-11;SEDEX;nao
DZ094721830BR;2020-12-24;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;CTE BENFICA (RJ) - CTE BRASILIA;Objeto expedido;CTE BENFICA;CTE BRASILIA;RJ;BSB;Gestao Manual;0;1;1;trat-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-24;nao;transito;Pendente (OTU);CTE BENFICA;CTE BRASILIA;Trecho;RJ;AC RICARDO DE ALBUQUERQUE;2020-12-18;SEDEX;sim
OA002099921BR;2021-01-11;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;AC TAGUATINGA CENTRO (BSB) - COORD SEG CORPOR/GSOP;Objeto expedido;AC TAGUATINGA CENTRO;COORD SEG CORPOR/GSOP;BSB;BSB;Gestao Automatica;1;0;1;outros;sim;nao;nao;Conferido;2021-01-12;nao;transito;Evento posterior ao OTU;AC TAGUATINGA CENTRO;COORD SEG CORPOR;Trecho;BSB;AGF NBE;2020-08-10;SEDEX;nao
OA019593711BR;2020-12-21;OBJETO EM TRÂNSITO PARA A UNIDADE.;AMBIENTARE SOLUCOES AMBIENTAIS LTDA;AGF SCS (BSB) - CTE BRASILIA;Objeto expedido;AGF SCS;CTE BRASILIA;BSB;BSB;Gestao Manual;0;1;1;cap-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2020-12-21;nao;transito;Pendente (OTU);AGF SCS;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
OA019593725BR;2020-12-21;OBJETO EM TRÂNSITO PARA A UNIDADE.;AMBIENTARE SOLUCOES AMBIENTAIS LTDA;AGF SCS (BSB) - CTE BRASILIA;Objeto expedido;AGF SCS;CTE BRASILIA;BSB;BSB;Gestao Manual;0;1;1;cap-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2020-12-21;nao;transito;Pendente (OTU);AGF SCS;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
OA038017218BR;2021-01-06;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;CDD MARCO ZERO (AP) - CTE BRASILIA;Objeto expedido;CDD MARCO ZERO;CTE BRASILIA;AP;BSB;Gestao Manual;0;1;1;dist-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-06;nao;transito;Pendente (OTU);CDD MARCO ZERO;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
OA038017306BR;2021-01-11;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;CDD MARCO ZERO (AP) - CTE BRASILIA;Objeto expedido;CDD MARCO ZERO;CTE BRASILIA;AP;BSB;Gestao Manual;0;1;1;dist-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-11;nao;transito;Pendente (OTU);CDD MARCO ZERO;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
OA038026395BR;2021-01-11;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;CDD MARCO ZERO (AP) - CTE BRASILIA;Objeto expedido;CDD MARCO ZERO;CTE BRASILIA;AP;BSB;Gestao Manual;0;1;1;dist-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-11;nao;transito;Pendente (OTU);CDD MARCO ZERO;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
OA039672170BR;2020-11-30;OBJETO EM TRÂNSITO PARA A UNIDADE.;B2W COMPANHIA DIGITAL;AC TAGUATINGA CENTRO (BSB) - COORD SEG CORPOR/GSOP;Objeto expedido;AC TAGUATINGA CENTRO;COORD SEG CORPOR/GSOP;BSB;BSB;Gestao Automatica;1;0;1;outros;sim;nao;nao;Conferido;2021-01-12;nao;transito;Evento posterior ao OTU;AC TAGUATINGA CENTRO;COORD SEG CORPOR;Trecho;BSB;AC TAGUATINGA CENTRO;2020-06-15;SEDEX;nao
